,text,sentence,start_token,end_token,mention_type,label,grounding_id
2221,D,D ( 0 ) 0 We have used the 30 % of the total population of India for S ( 0 ) .,0,1,TextBoundMention,Phrase,"(benzo[d]isothiazol-3-one, chebi:167099, 0.76)"
2222,at the different fractional order,"14 d and 15 b , we observed that at the different fractional order values the nature of the classes is nearly same .",9,14,RelationMention,Context,
2223,Q,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",48,49,TextBoundMention,Unit,
2224,R,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",58,59,TextBoundMention,Unit,
2225,A,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",43,44,TextBoundMention,Unit,
2226,L,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",53,54,TextBoundMention,Unit,
2227,I,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",38,39,TextBoundMention,Unit,"(Meruvax I, vo:0003109, 1.00), (Hyperpepsinogenemia I, hp:0003238, 1.00), (M-M-R I, vo:0003118, 0.80)"
2228,India,"To study the outbreak of COVID-19 in India , in the family of Figs .",7,8,TextBoundMention,Location,
2229,India,We have done the graphical simulations for India which is the second highest populous country in the world and also the second worst-hit country by COVID-19 .,7,8,TextBoundMention,Location,
2230,In subFigs,In subFigs .,0,2,RelationMention,Context,
2231,In subFigs,In subFigs .,0,2,RelationMention,Context,
2232,R (t ),"14 and 15 , fi rst we show the nature of L ( t ) R ( t ) D ( t ) and ) , ) , ) , ) then analysed the plots of I ( t ) versus S ( t A ( t Q ( t L ( t and R ( t ) .",54,58,TextBoundMention,Identifier,
2233,L (t ) R (t ) D (t ),"14 and 15 , fi rst we show the nature of L ( t ) R ( t ) D ( t ) and ) , ) , ) , ) then analysed the plots of I ( t ) versus S ( t A ( t Q ( t L ( t and R ( t ) .",11,23,TextBoundMention,Identifier,
2234,I(t ),"14 and 15 , fi rst we show the nature of L ( t ) R ( t ) D ( t ) and ) , ) , ) , ) then analysed the plots of I ( t ) versus S ( t A ( t Q ( t L ( t and R ( t ) .",36,40,TextBoundMention,Identifier,"(Meruvax I, vo:0003109, 0.92), (Hyperpepsinogenemia I, hp:0003238, 0.92)"
2235,ﬁ,"14 and 15 , fi rst we show the nature of L ( t ) R ( t ) D ( t ) and ) , ) , ) , ) then analysed the plots of I ( t ) versus S ( t A ( t Q ( t L ( t and R ( t ) .",4,5,TextBoundMention,Identifier,
2236,rst,"14 and 15 , fi rst we show the nature of L ( t ) R ( t ) D ( t ) and ) , ) , ) , ) then analysed the plots of I ( t ) versus S ( t A ( t Q ( t L ( t and R ( t ) .",5,6,TextBoundMention,Identifier,
2237,A (t ),", When we compare the given classes with I ( t ) we again observed that when the population of infected individuals increases then asymptomatic infectious A ( t ) also increases with same nature .",26,30,TextBoundMention,Identifier,
2238,I(t ),", When we compare the given classes with I ( t ) we again observed that when the population of infected individuals increases then asymptomatic infectious A ( t ) also increases with same nature .",8,12,TextBoundMention,Identifier,"(Meruvax I, vo:0003109, 0.92), (Hyperpepsinogenemia I, hp:0003238, 0.92)"
2239,0 L,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",52,54,TextBoundMention,Phrase,
2240,E 1,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",19,21,TextBoundMention,Phrase,"(LolC/E, vo:0010921, 0.76), (ALVAC-WNV-prM/E, vo:0004731, 0.76), (zygodactyly 1, doid:0111820, 0.76), (omodysplasia 1, doid:0080844, 0.76), (fibrochondrogenesis 1, doid:0080672, 0.76)"
2241,1 Q,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",47,49,TextBoundMention,Phrase,"(zygodactyly 1, doid:0111820, 0.83), (omodysplasia 1, doid:0080844, 0.83), (fibrochondrogenesis 1, doid:0080672, 0.83), (omodysplasia 2, doid:0080845, 0.78), (fibrochondrogenesis 2, doid:0080673, 0.78)"
2242,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",13,14,TextBoundMention,Phrase,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2243,10,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",33,34,TextBoundMention,Phrase,"(Alphapapillomavirus 10, ncbitaxon:333754, 0.76), (Elevated 8(9)-cholestenol, hp:0003465, 0.76)"
2244,0 R,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",57,59,TextBoundMention,Phrase,
2245,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",40,41,TextBoundMention,Phrase,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2246,E,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",64,65,TextBoundMention,Phrase,"(LolC/E, vo:0010921, 1.00), (ALVAC-WNV-prM/E, vo:0004731, 1.00), (AIDSVAX B/E, vo:0000406, 0.77), (hepatitis E, doid:4411, 0.75), (E protein, vo:0011311, 0.75)"
2247,values,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",4,5,TextBoundMention,Phrase,
2248,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",17,18,TextBoundMention,Phrase,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2249,S,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",11,12,TextBoundMention,Phrase,"(mucopolysaccharidosis Ih/s, doid:0111389, 0.82), (Meruvax I, vo:0003109, 0.79), (Hyperpepsinogenemia I, hp:0003238, 0.79), (Fluviral S/F, vo:0000866, 0.76)"
2250,India,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",9,10,TextBoundMention,Phrase,
2251,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",45,46,TextBoundMention,Phrase,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2252,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",50,51,TextBoundMention,Phrase,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2253,414001316,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",15,16,TextBoundMention,Phrase,
2254,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",62,63,TextBoundMention,Phrase,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2255,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",55,56,TextBoundMention,Phrase,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2256,Initial,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",0,1,TextBoundMention,Phrase,
2257,4,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",37,38,TextBoundMention,Phrase,"(CEL-170/4, vo:0011326, 1.00), (omodysplasia 2, doid:0080845, 0.76), (fibrochondrogenesis 2, doid:0080673, 0.76)"
2258,given classes,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",6,8,TextBoundMention,Phrase,"(defined class, iao:0000420, 0.77)"
2259,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",35,36,TextBoundMention,Phrase,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2260,are,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",10,11,TextBoundMention,Phrase,
2261,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",60,61,TextBoundMention,Phrase,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2262,2,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",42,43,TextBoundMention,Phrase,"(omodysplasia 2, doid:0080845, 1.00), (fibrochondrogenesis 2, doid:0080673, 1.00), (zygodactyly 1, doid:0111820, 0.86), (omodysplasia 1, doid:0080844, 0.86), (fibrochondrogenesis 1, doid:0080672, 0.86)"
2263,India,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",9,10,TextBoundMention,Location,
2264,ﬁ,"We analysed the plots of S ( t E 1 E 2 observed that the nature of peaks is mostly same as for other above analysed data , for different fractional order values peaks are well de fi ned and when we decrease the fractional order then the peaks sifted towards the later time period .",37,38,TextBoundMention,Identifier,
2265,E,"We analysed the plots of S ( t E 1 E 2 observed that the nature of peaks is mostly same as for other above analysed data , for different fractional order values peaks are well de fi ned and when we decrease the fractional order then the peaks sifted towards the later time period .",10,11,TextBoundMention,Identifier,"(LolC/E, vo:0010921, 1.00), (ALVAC-WNV-prM/E, vo:0004731, 1.00), (AIDSVAX B/E, vo:0000406, 0.77), (hepatitis E, doid:4411, 0.75), (E protein, vo:0011311, 0.75)"
2266,S(t E,"We analysed the plots of S ( t E 1 E 2 observed that the nature of peaks is mostly same as for other above analysed data , for different fractional order values peaks are well de fi ned and when we decrease the fractional order then the peaks sifted towards the later time period .",5,9,TextBoundMention,Identifier,"(Fluviral S/F, vo:0000866, 0.82), (Meruvax I, vo:0003109, 0.76), (Hyperpepsinogenemia I, hp:0003238, 0.76)"
2267,de,"We analysed the plots of S ( t E 1 E 2 observed that the nature of peaks is mostly same as for other above analysed data , for different fractional order values peaks are well de fi ned and when we decrease the fractional order then the peaks sifted towards the later time period .",36,37,TextBoundMention,Identifier,
2268,14,"14 and 15 , fi rst we show the nature of L ( t ) R ( t ) D ( t ) and ) , ) , ) , ) then analysed the plots of I ( t ) versus S ( t A ( t Q ( t L ( t and R ( t ) .",0,1,TextBoundMention,Value,
2269,15,"14 and 15 , fi rst we show the nature of L ( t ) R ( t ) D ( t ) and ) , ) , ) , ) then analysed the plots of I ( t ) versus S ( t A ( t Q ( t L ( t and R ( t ) .",2,3,TextBoundMention,Value,
2270,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",52,53,TextBoundMention,Value,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2271,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",13,14,TextBoundMention,Value,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2272,1,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",47,48,TextBoundMention,Value,"(zygodactyly 1, doid:0111820, 1.00), (omodysplasia 1, doid:0080844, 1.00), (fibrochondrogenesis 1, doid:0080672, 1.00), (hyperalphalipoproteinemia 1, doid:0111369, 0.89), (omodysplasia 2, doid:0080845, 0.86)"
2273,10,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",33,34,TextBoundMention,Value,"(Alphapapillomavirus 10, ncbitaxon:333754, 0.76), (Elevated 8(9)-cholestenol, hp:0003465, 0.76)"
2274,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",40,41,TextBoundMention,Value,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2275,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",17,18,TextBoundMention,Value,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2276,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",57,58,TextBoundMention,Value,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2277,2,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",65,66,TextBoundMention,Value,"(omodysplasia 2, doid:0080845, 1.00), (fibrochondrogenesis 2, doid:0080673, 1.00), (zygodactyly 1, doid:0111820, 0.86), (omodysplasia 1, doid:0080844, 0.86), (fibrochondrogenesis 1, doid:0080672, 0.86)"
2278,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",45,46,TextBoundMention,Value,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
2279,0,"Initial = , = values of given classes for India are S ( 0 ) 414001316 ( 0 ) E 1 , = , = , = , = , = , = 10 ( 0 ) 4 I ( 0 ) 2 A ( 0 ) 1 Q ( 0 ) 0 L ( 0 ) 0 R ( 0 ) 0 and E 2 = .",50,51,TextBoundMention,Value,"(SG33-VP2/5, vo:0004706, 0.82), (digit 1 or 5, uberon:0019221, 0.82), (omodysplasia 2, doid:0080845, 0.81), (fibrochondrogenesis 2, doid:0080673, 0.81), (hyperalphalipoproteinemia 1, doid:0111369, 0.77)"
